age	job	marital	education	default	balance	housing	loan	y
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	yes
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	no	yes	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	technician	divorced	secondary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	housemaid	married	primary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	self-employed	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	services	married	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(1428.0, 102127.0]	no	no	yes
(17.999, 35.0]	technician	single	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(35.0, 45.0]	technician	single	tertiary	no	(-8019.001, 72.0]	no	yes	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	divorced	tertiary	no	(72.0, 448.0]	no	no	yes
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	yes	yes	no
(35.0, 45.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	single	tertiary	no	(1428.0, 102127.0]	no	no	yes
(17.999, 35.0]	technician	single	secondary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	entrepreneur	married	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	housemaid	married	primary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	management	married	secondary	no	(448.0, 1428.0]	no	no	yes
(45.0, 95.0]	services	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	divorced	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(448.0, 1428.0]	yes	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	retired	married	primary	no	(448.0, 1428.0]	no	no	yes
(17.999, 35.0]	management	divorced	tertiary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	technician	single	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	self-employed	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	single	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	divorced	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	single	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	self-employed	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	housemaid	married	primary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	yes	yes	no
(17.999, 35.0]	technician	single	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	services	divorced	primary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	technician	single	tertiary	no	(-8019.001, 72.0]	yes	yes	no
(17.999, 35.0]	management	single	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	single	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	technician	married	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	self-employed	married	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	technician	single	secondary	no	(1428.0, 102127.0]	no	no	yes
(45.0, 95.0]	technician	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	single	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	no	yes	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	single	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	yes	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	admin.	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	services	married	tertiary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	services	married	primary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	blue-collar	married	unknown	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	services	married	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	single	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	single	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	housemaid	married	primary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	unemployed	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	admin.	married	unknown	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	unknown	married	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	self-employed	married	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	single	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	unknown	married	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	married	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	admin.	married	primary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	services	married	secondary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	no	yes	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	primary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	single	secondary	no	(1428.0, 102127.0]	no	no	yes
(45.0, 95.0]	retired	married	secondary	yes	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	married	tertiary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	management	divorced	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	retired	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	divorced	secondary	no	(-8019.001, 72.0]	yes	yes	no
(35.0, 45.0]	technician	single	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	self-employed	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	tertiary	no	(72.0, 448.0]	yes	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	unknown	married	unknown	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	self-employed	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	admin.	married	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	entrepreneur	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	yes	no
(35.0, 45.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	single	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	technician	single	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	retired	married	unknown	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	unknown	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	admin.	married	tertiary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	single	secondary	no	(-8019.001, 72.0]	no	yes	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	housemaid	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	married	tertiary	no	(448.0, 1428.0]	yes	yes	no
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	yes
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	admin.	divorced	secondary	no	(72.0, 448.0]	yes	yes	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	yes	no
(17.999, 35.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(1428.0, 102127.0]	no	yes	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	admin.	married	secondary	no	(448.0, 1428.0]	no	yes	no
(45.0, 95.0]	admin.	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	divorced	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	single	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	housemaid	married	primary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	technician	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	technician	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	primary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	self-employed	married	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	admin.	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	divorced	secondary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	single	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	management	single	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	technician	single	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	unemployed	divorced	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	married	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	yes	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	self-employed	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(17.999, 35.0]	entrepreneur	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	management	married	secondary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	admin.	married	primary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(1428.0, 102127.0]	yes	yes	no
(17.999, 35.0]	technician	single	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	admin.	married	primary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	housemaid	married	primary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(35.0, 45.0]	housemaid	married	primary	no	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	self-employed	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	technician	single	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	yes	yes	no
(35.0, 45.0]	technician	single	secondary	no	(448.0, 1428.0]	yes	yes	no
(35.0, 45.0]	technician	divorced	secondary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	services	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	management	single	tertiary	no	(448.0, 1428.0]	no	no	yes
(45.0, 95.0]	retired	married	primary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	entrepreneur	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(17.999, 35.0]	technician	divorced	tertiary	no	(-8019.001, 72.0]	no	yes	no
(45.0, 95.0]	admin.	married	secondary	no	(1428.0, 102127.0]	no	no	yes
(45.0, 95.0]	admin.	married	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	blue-collar	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	tertiary	no	(1428.0, 102127.0]	yes	no	no
(35.0, 45.0]	management	single	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	technician	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	admin.	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(35.0, 45.0]	technician	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(45.0, 95.0]	self-employed	married	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	management	single	tertiary	yes	(-8019.001, 72.0]	yes	no	no
(45.0, 95.0]	admin.	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	technician	married	secondary	no	(72.0, 448.0]	yes	no	no
(17.999, 35.0]	technician	divorced	secondary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	management	married	tertiary	no	(448.0, 1428.0]	yes	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	single	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	single	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	technician	divorced	tertiary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	unknown	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	housemaid	divorced	tertiary	no	(-8019.001, 72.0]	yes	no	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(45.0, 95.0]	technician	divorced	tertiary	no	(72.0, 448.0]	no	yes	no
(45.0, 95.0]	blue-collar	married	secondary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	technician	divorced	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	management	married	tertiary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(-8019.001, 72.0]	no	yes	no
(17.999, 35.0]	technician	single	tertiary	no	(72.0, 448.0]	no	no	no
(17.999, 35.0]	technician	single	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	admin.	married	secondary	no	(72.0, 448.0]	yes	no	no
(35.0, 45.0]	blue-collar	married	primary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	married	secondary	no	(72.0, 448.0]	yes	yes	no
(35.0, 45.0]	management	single	secondary	no	(448.0, 1428.0]	yes	no	no
(45.0, 95.0]	retired	married	secondary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	blue-collar	married	tertiary	no	(1428.0, 102127.0]	no	no	no
(17.999, 35.0]	technician	married	secondary	no	(72.0, 448.0]	no	no	no
(35.0, 45.0]	admin.	divorced	secondary	no	(-8019.001, 72.0]	no	no	no
(17.999, 35.0]	management	single	tertiary	no	(-8019.001, 72.0]	yes	no	no
(35.0, 45.0]	management	married	tertiary	no	(448.0, 1428.0]	no	no	no
(35.0, 45.0]	management	married	tertiary	no	(72.0, 448.0]	no	no	no
(45.0, 95.0]	admin.	married	secondary	no	(-8019.001, 72.0]	no	no	no
(35.0, 45.0]	technician	divorced	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	secondary	no	(-8019.001, 72.0]	no	no	no
(45.0, 95.0]	retired	married	primary	no	(72.0, 448.0]	no	no	no
